,Ahalf,Y,Z,E
8502,0.75,0.0,2.75,-0.159934
8503,0.8,0.0,2.6,-0.158646
8504,0.85,0.0,3.0,-0.15871
8505,1.0,0.0,3.0,-0.151676
8506,1.0,0.0,4.0,-0.137661
8507,1.0,0.0,5.0,-0.137923
8508,1.0,0.0,6.0,-0.138317
8509,0.73,0.0,3.203,-0.165008
8510,0.875,0.0,2.675,-0.15915
8511,1.05,2.028444,0.50648,-0.104175
8512,1.05,1.05,2.868653,-0.144115
8513,0.7245,1.3,0.0,-0.041538
8514,0.6,1.4,0.0,-0.037656
8515,0.696967,1.359151,0.3571,-0.062616
8516,0.7005,1.4,0.0,-0.056425
8517,0.573081,1.445123,0.67901,-0.057702
8518,0.606342,1.448704,0.577067,-0.064549
8519,0.699975,1.399677,0.325133,-0.066875
8520,0.7245,1.394673,0.122018,-0.06018
8521,0.7245,1.4,0.0,-0.058248
8522,0.75,1.4,0.0,-0.059386
8523,0.818917,1.453139,0.063346,-0.068937
8524,0.7005,1.5,0.0,-0.071141
8525,0.472386,1.150278,1.353557,-0.014111
8526,0.556328,1.381286,0.994106,-0.062376
8527,0.616447,1.439422,0.78278,-0.077384
8528,0.649644,1.448721,0.678082,-0.080989
8529,0.7245,1.448889,0.388229,-0.07915
8530,0.7245,1.5,0.0,-0.072549
8531,0.662667,1.380979,0.898674,-0.088764
8532,0.7005,1.545481,0.41411,-0.087693
8533,0.7005,1.6,0.0,-0.083826
8534,0.459755,0.652572,1.75349,-0.009559
8535,0.518919,1.116938,1.441985,-0.053381
8536,0.601154,1.363508,1.091507,-0.084182
8537,0.660752,1.432433,0.879236,-0.092748
8538,0.693848,1.446854,0.772683,-0.094163
8539,0.7245,1.545481,0.41411,-0.09009
8540,0.7245,1.6,0.0,-0.084909
8541,0.508806,0.626514,1.815359,-0.053971
8542,0.566043,1.087947,1.523108,-0.081786
8543,0.646739,1.346615,1.181743,-0.100655
8544,0.705817,1.424785,0.969615,-0.104854
8545,0.7245,1.472243,0.85,-0.104874
8546,0.7245,1.642074,0.439992,-0.099818
8547,0.7245,1.7,0.0,-0.095668
8548,0.697129,1.692423,0.85746,-0.117736
8549,0.85,1.7,0.0,-0.090374
8550,0.694084,1.999822,0.667423,-0.129127
8551,2.173131,3.129125,5.189516,-0.013171
8552,0.5,1.272792,1.272792,-0.040609
8553,0.5,1.469694,1.03923,-0.04337
8554,0.5,1.558846,0.9,-0.044449
8555,0.5,1.79315,0.15688,-0.046564
8556,0.5,1.8,0.0,-0.046608
8557,0.55,1.469694,1.03923,-0.071956
8558,0.55,1.8,0.0,-0.073957
8559,0.6,0.465874,1.738666,-0.071554
8560,0.6,0.9,1.558846,-0.080797
8561,0.6,1.272792,1.272792,-0.088349
8562,0.6,1.469694,1.03923,-0.090823
8563,0.6,1.558846,0.9,-0.091406
8564,0.6,1.738666,0.465874,-0.091292
8565,0.6,1.79315,0.15688,-0.090858
8566,0.6,1.8,0.0,-0.090789
8567,0.65,1.469694,1.03923,-0.103249
8568,0.54975,0.0,1.95075,-0.076822
8569,0.568953,0.573589,1.847153,-0.084708
8570,0.621844,1.01384,1.588761,-0.099954
8571,0.697768,1.277776,1.272301,-0.109961
8572,0.7005,1.469694,1.03923,-0.111568
8573,0.7005,1.558846,0.9,-0.11109
8574,0.7005,1.738666,0.465874,-0.107079
8575,0.7005,1.8,0.0,-0.104479
8576,0.53775,0.0,1.98675,-0.075948
8577,0.558026,0.604857,1.874745,-0.085067
8578,0.613623,1.062623,1.598729,-0.102345
8579,0.692933,1.330775,1.266203,-0.113163
8580,0.7245,1.469694,1.03923,-0.114519
8581,0.7245,1.558846,0.9,-0.113719
8582,0.7245,1.738666,0.465874,-0.108446
8583,0.7245,1.79315,0.15688,-0.105516
8584,0.7245,1.8,0.0,-0.105087
8585,0.744519,1.579215,1.001576,-0.121298
8586,0.475,0.0,2.175,-0.053956
8587,0.501689,0.78932,2.007336,-0.073644
8588,0.572814,1.335513,1.624672,-0.10718
8589,0.670588,1.61332,1.206496,-0.124388
8590,0.740913,1.686082,0.958004,-0.12463
8591,0.779824,1.699126,0.834323,-0.122021
8592,0.85,1.738666,0.465874,-0.108596
8593,0.85,1.8,0.0,-0.098719
8594,0.738137,1.791977,0.907899,-0.127582
8595,0.735109,1.999288,0.788476,-0.133143
8596,1.0,1.8,0.0,-0.080214
8597,0.770115,2.862612,0.127354,-0.154553
8598,0.58775,0.0,2.03675,-0.101332
8599,0.607373,0.586587,1.932333,-0.106931
8600,0.66156,1.040382,1.670126,-0.117255
8601,0.7245,1.343503,1.343503,-0.122749
8602,0.7245,1.551344,1.096966,-0.122356
8603,0.7245,1.645448,0.95,-0.12113
8604,0.7245,1.835259,0.491756,-0.116086
8605,0.7245,1.9,0.0,-0.113362
8606,0.5,1.632993,1.154701,-0.063652
8607,0.5,1.732051,1.0,-0.06414
8608,0.5,2.0,0.0,-0.065107
8609,0.55,1.632993,1.154701,-0.091356
8610,0.55,2.0,0.0,-0.091823
8611,0.6,1.0,1.732051,-0.105925
8612,0.6,1.414214,1.414214,-0.108526
8613,0.6,1.632993,1.154701,-0.109092
8614,0.6,1.732051,1.0,-0.109078
8615,0.6,2.0,0.0,-0.108002
8616,0.65,1.632993,1.154701,-0.120116
8617,0.64975,0.0,2.05075,-0.117412
8618,0.7005,1.0,1.732051,-0.125495
8619,0.7005,1.414214,1.414214,-0.127671
8620,0.7005,1.632993,1.154701,-0.12675
8621,0.7005,1.732051,1.0,-0.125695
8622,0.7005,2.0,0.0,-0.120355
8623,0.63775,0.0,2.08675,-0.11904
8624,0.656819,0.570977,1.98858,-0.122349
8625,0.709781,1.020737,1.738226,-0.128115
8626,0.7245,1.414214,1.414214,-0.130197
8627,0.7245,1.632993,1.154701,-0.128814
8628,0.7245,1.732051,1.0,-0.127426
8629,0.7245,1.931852,0.517638,-0.122854
8630,0.7245,2.0,0.0,-0.120647
8631,0.8,1.632993,1.154701,-0.13253
8632,0.575,0.0,2.275,-0.117111
8633,0.666711,1.274915,1.791251,-0.135557
8634,0.761304,1.578976,1.391252,-0.137879
8635,0.830589,1.671157,1.14241,-0.13373
8636,0.85,1.732051,1.0,-0.130205
8637,0.85,2.0,0.0,-0.112669
8638,0.826368,1.778497,1.103763,-0.134596
8639,0.820152,1.991085,1.008776,-0.136445
8640,1.0,2.0,0.0,-0.092447
8641,0.834551,2.935101,0.213918,-0.149659
8642,1.25,2.4,0.55,-0.084055
8643,0.7245,0.0,2.1735,-0.138122
8644,0.5,1.796292,1.270171,-0.078487
8645,0.5,1.905256,1.1,-0.078738
8646,0.5,2.2,0.0,-0.079255
8647,0.55,1.1,1.905256,-0.104012
8648,0.55,1.555635,1.555635,-0.105103
8649,0.55,1.796292,1.270171,-0.105474
8650,0.55,1.905256,1.1,-0.105569
8651,0.55,2.2,0.0,-0.105531
8652,0.6,1.555635,1.555635,-0.122359
8653,0.6,1.796292,1.270171,-0.122305
8654,0.6,1.905256,1.1,-0.12215
8655,0.6,2.2,0.0,-0.121254
8656,0.65,1.1,1.905256,-0.132816
8657,0.65,1.555635,1.555635,-0.132891
8658,0.65,1.796292,1.270171,-0.132217
8659,0.65,1.905256,1.1,-0.131704
8660,0.65,2.2,0.0,-0.129578
8661,0.7005,0.0,2.2,-0.137922
8662,0.7005,1.1,1.905256,-0.139755
8663,0.7005,1.555635,1.555635,-0.139016
8664,0.7005,1.796292,1.270171,-0.1375
8665,0.7005,1.905256,1.1,-0.136498
8666,0.7005,2.2,0.0,-0.132675
8667,0.7245,0.0,2.2,-0.140147
8668,0.7245,0.569402,2.125037,-0.141029
8669,0.7245,1.1,1.905256,-0.142023
8670,0.7245,1.555635,1.555635,-0.140835
8671,0.7245,1.796292,1.270171,-0.138842
8672,0.7245,1.905256,1.1,-0.137558
8673,0.7245,2.125037,0.569402,-0.134166
8674,0.7245,2.2,0.0,-0.132745
8675,0.779678,1.128671,1.913742,-0.146538
8676,0.8,1.555635,1.555635,-0.143775
8677,0.8,1.796292,1.270171,-0.139974
8678,0.8,1.905256,1.1,-0.137601
8679,0.8,2.2,0.0,-0.128766
8680,0.675,0.0,2.375,-0.144854
8681,0.762162,1.226773,1.939034,-0.148295
8682,0.85,1.555635,1.555635,-0.144464
8683,0.85,1.796292,1.270171,-0.139259
8684,0.85,1.905256,1.1,-0.136003
8685,0.85,2.2,0.0,-0.123647
8686,0.745074,1.328728,1.959357,-0.149622
8687,0.844076,1.658703,1.54315,-0.144836
8688,0.9,1.796292,1.270171,-0.13813
8689,0.9,1.905256,1.1,-0.133895
8690,0.908248,1.977755,1.205712,-0.13615
8691,1.0,2.2,0.0,-0.102227
8692,0.905468,2.975742,0.524732,-0.141398
8693,0.5,2.041241,1.443376,-0.094168
8694,0.6,1.25,2.165064,-0.136442
8695,0.6,1.767767,1.767767,-0.136425
8696,0.6,2.041241,1.443376,-0.136281
8697,0.6,2.165064,1.25,-0.136175
8698,0.6,2.5,0.0,-0.135759
8699,0.65,0.0,2.5,-0.146331
8700,0.65,1.25,2.165064,-0.146179
8701,0.65,1.767767,1.767767,-0.145585
8702,0.65,2.041241,1.443376,-0.14502
8703,0.65,2.165064,1.25,-0.1447
8704,0.65,2.5,0.0,-0.143631
8705,0.7005,0.0,2.5,-0.152247
8706,0.7005,1.25,2.165064,-0.151443
8707,0.7005,1.767767,1.767767,-0.150027
8708,0.7005,2.041241,1.443376,-0.148868
8709,0.7005,2.165064,1.25,-0.148246
8710,0.7005,2.5,0.0,-0.146268
8711,0.7245,0.0,2.5,-0.154022
8712,0.7245,0.647048,2.414815,-0.153801
8713,0.7245,1.25,2.165064,-0.15284
8714,0.7245,1.767767,1.767767,-0.150939
8715,0.7245,2.041241,1.443376,-0.149431
8716,0.7245,2.165064,1.25,-0.14863
8717,0.7245,2.414815,0.647048,-0.146804
8718,0.7245,2.5,0.0,-0.14612
8719,0.825,0.0,2.525,-0.157984
8720,0.85,1.25,2.165064,-0.154313
8721,0.85,1.767767,1.767767,-0.148873
8722,0.85,2.041241,1.443376,-0.144726
8723,0.85,2.165064,1.25,-0.142564
8724,0.85,2.5,0.0,-0.13591
8725,0.889225,1.265146,2.169618,-0.153948
8726,0.9,1.767767,1.767767,-0.146694
8727,0.9,2.041241,1.443376,-0.141108
8728,0.9,2.165064,1.25,-0.138181
8729,0.9,2.5,0.0,-0.129095
8730,1.0,2.041241,1.443376,-0.133753
8731,1.021013,2.998846,0.937825,-0.124898
8732,1.457738,2.572479,0.085749,-0.046289
8733,0.878256,0.229283,2.620232,-0.159047
8734,0.87835,0.045995,2.634748,-0.159171
8735,0.8685,0.0,2.645,-0.159188
8736,0.8685,2.6455,0.0,-0.138005
8737,0.5,2.44949,1.732051,-0.109722
8738,0.6,2.44949,1.732051,-0.150464
8739,0.65,0.0,3.0,-0.158698
8740,0.65,1.5,2.598076,-0.158535
8741,0.65,2.44949,1.732051,-0.158231
8742,0.65,2.598076,1.5,-0.158172
8743,0.65,3.0,0.0,-0.158004
8744,0.7005,0.0,3.0,-0.162302
8745,0.7005,2.44949,1.732051,-0.160864
8746,0.7005,3.0,0.0,-0.160258
8747,0.7245,0.0,3.0,-0.162803
8748,0.7245,0.776457,2.897777,-0.162586
8749,0.7245,1.5,2.598076,-0.161996
8750,0.7245,2.12132,2.12132,-0.16123
8751,0.7245,2.44949,1.732051,-0.160758
8752,0.7245,2.598076,1.5,-0.160535
8753,0.7245,2.897777,0.776457,-0.160081
8754,0.7245,3.0,0.0,-0.159925
8755,0.85,1.5,2.598076,-0.155715
8756,0.85,2.12132,2.12132,-0.153013
8757,0.85,2.44949,1.732051,-0.151419
8758,0.85,2.598076,1.5,-0.150686
8759,0.85,3.0,0.0,-0.148748
8760,0.9,2.44949,1.732051,-0.145348
8761,1.0,2.44949,1.732051,-0.131982
8762,1.0,3.0,0.0,-0.12505
8763,1.230228,2.986628,1.513165,-0.094756
8764,1.5,3.0,0.0,-0.046468
8765,0.7245,0.0,3.5,-0.167807
8766,0.7245,0.905867,3.38074,-0.167755
8767,0.7245,1.75,3.031089,-0.167628
8768,0.7245,2.474874,2.474874,-0.167487
8769,0.7245,2.857738,2.020726,-0.167414
8770,0.7245,3.031089,1.75,-0.167383
8771,0.7245,3.38074,0.905867,-0.167331
8772,0.7245,3.5,0.0,-0.167316
8773,0.85,0.0,3.5,-0.158596
8774,0.85,3.5,0.0,-0.155773
8775,1.0,0.0,3.5,-0.141032
8776,1.0,2.857738,2.020726,-0.133503
8777,0.5,3.265986,2.309401,-0.121611
8778,0.55,3.265986,2.309401,-0.147087
8779,0.6,3.265986,2.309401,-0.161936
8780,0.65,3.265986,2.309401,-0.169334
8781,0.7005,0.0,4.0,-0.171408
8782,0.7005,3.265986,2.309401,-0.171464
8783,0.7005,4.0,0.0,-0.171509
8784,0.7245,0.0,4.0,-0.171058
8785,0.7245,1.035276,3.863703,-0.171055
8786,0.7245,2.0,3.464102,-0.171052
8787,0.7245,2.828427,2.828427,-0.171057
8788,0.7245,3.265986,2.309401,-0.171066
8789,0.7245,3.464102,2.0,-0.171072
8790,0.7245,3.863703,1.035276,-0.171091
8791,0.7245,4.0,0.0,-0.171098
8792,0.8,3.265986,2.309401,-0.165622
8793,0.85,0.0,4.0,-0.160038
8794,0.85,3.265986,2.309401,-0.159557
8795,0.85,4.0,0.0,-0.159462
8796,0.9,3.265986,2.309401,-0.152251
8797,1.0,3.265986,2.309401,-0.13558
8798,1.0,4.0,0.0,-0.135153
8799,1.5,3.265986,2.309401,-0.060494
8800,1.5,4.0,0.0,-0.054641
8801,0.7245,0.0,4.5,-0.172858
8802,0.7245,1.164686,4.346666,-0.17286
8803,0.7245,2.25,3.897114,-0.172866
8804,0.7245,3.181981,3.181981,-0.172878
8805,0.7245,3.674235,2.598076,-0.172888
8806,0.7245,3.897114,2.25,-0.172893
8807,0.7245,4.346666,1.164686,-0.172906
8808,0.7245,4.5,0.0,-0.172911
8809,0.5,4.082483,2.886751,-0.124147
8810,0.55,4.082483,2.886751,-0.14967
8811,0.6,4.082483,2.886751,-0.164556
8812,0.7005,0.0,5.0,-0.17411
8813,0.7005,4.082483,2.886751,-0.174111
8814,0.7005,5.0,0.0,-0.174115
8815,0.7245,0.0,5.0,-0.173713
8816,0.7245,1.294095,4.829629,-0.173711
8817,0.7245,2.5,4.330127,-0.173711
8818,0.7245,3.535534,3.535534,-0.17371
8819,0.7245,4.082483,2.886751,-0.173711
8820,0.7245,4.330127,2.5,-0.173711
8821,0.7245,4.829629,1.294095,-0.173713
8822,0.7245,5.0,0.0,-0.173715
8823,0.85,0.0,5.0,-0.162137
8824,0.85,4.082483,2.886751,-0.162106
8825,0.85,5.0,0.0,-0.162104
8826,1.0,4.082483,2.886751,-0.137797
8827,1.0,5.0,0.0,-0.137779
8828,1.5,4.082483,2.886751,-0.057257
8829,1.5,5.0,0.0,-0.056973
8830,0.7245,0.0,5.5,-0.174062
8831,0.7245,1.423505,5.312592,-0.174059
8832,0.7245,2.75,4.76314,-0.174053
8833,0.7245,3.889087,3.889087,-0.174047
8834,0.7245,4.490731,3.175426,-0.174042
8835,0.7245,4.76314,2.75,-0.17404
8836,0.7245,5.312592,1.423505,-0.174037
8837,0.7245,5.5,0.0,-0.174035
8838,1.0,5.416443,0.955065,-0.138131
8839,0.5,4.898979,3.464102,-0.124525
8840,0.5,6.0,0.0,-0.12452
8841,0.55,4.898979,3.464102,-0.150065
8842,0.6,0.0,6.0,-0.164982
8843,0.6,4.898979,3.464102,-0.164966
8844,0.6,6.0,0.0,-0.16496
8845,0.65,4.898979,3.464102,-0.1724
8846,0.7005,0.0,6.0,-0.17457
8847,0.7005,4.898979,3.464102,-0.174548
8848,0.7005,6.0,0.0,-0.174539
8849,0.7245,0.0,6.0,-0.174177
8850,0.7245,1.552914,5.795555,-0.174174
8851,0.7245,3.0,5.196152,-0.174167
8852,0.7245,4.242641,4.242641,-0.174159
8853,0.7245,4.898979,3.464102,-0.174153
8854,0.7245,5.196152,3.0,-0.174151
8855,0.7245,5.795555,1.552914,-0.174146
8856,0.7245,6.0,0.0,-0.174144
8857,0.8,4.898979,3.464102,-0.168684
8858,0.85,0.0,6.0,-0.162605
8859,0.85,4.898979,3.464102,-0.162571
8860,0.85,6.0,0.0,-0.162559
8861,0.9,4.898979,3.464102,-0.155191
8862,1.0,4.898979,3.464102,-0.138271
8863,1.0,6.0,0.0,-0.138255
8864,1.5,4.898979,3.464102,-0.057459
8865,1.5,6.0,0.0,-0.057442
8866,0.7245,0.0,6.5,-0.174196
8867,0.7245,1.682324,6.278518,-0.174194
8868,0.7245,3.25,5.629165,-0.174188
8869,0.7245,4.596194,4.596194,-0.174181
8870,0.7245,5.307228,3.752777,-0.174175
8871,0.7245,5.629165,3.25,-0.174173
8872,0.7245,6.278518,1.682324,-0.174169
8873,0.7245,6.5,0.0,-0.174168
8874,0.5,5.715476,4.041452,-0.124536
8875,0.55,5.715476,4.041452,-0.150077
8876,0.6,0.0,7.0,-0.164989
8877,0.6,5.715476,4.041452,-0.164979
8878,0.7005,0.0,7.0,-0.174576
8879,0.7005,5.715476,4.041452,-0.174562
8880,0.7005,7.0,0.0,-0.174556
8881,0.7245,0.0,7.0,-0.174183
8882,0.7245,1.811733,6.761481,-0.174182
8883,0.7245,3.5,6.062178,-0.174177
8884,0.7245,4.949747,4.949747,-0.174172
8885,0.7245,5.715476,4.041452,-0.174168
8886,0.7245,6.062178,3.5,-0.174167
8887,0.7245,6.761481,1.811733,-0.174162
8888,0.7245,7.0,0.0,-0.174161
8889,0.85,0.0,7.0,-0.16261
8890,0.85,5.715476,4.041452,-0.162588
8891,0.85,7.0,0.0,-0.162579
8892,1.0,5.715476,4.041452,-0.138291
8893,1.5,5.715476,4.041452,-0.057485
8894,1.5,7.0,0.0,-0.05747
8895,0.7245,0.0,7.5,-0.174164
8896,0.7245,1.941143,7.244444,-0.174163
8897,0.7245,3.75,6.495191,-0.17416
8898,0.7245,5.303301,5.303301,-0.174156
8899,0.7245,6.123724,4.330127,-0.174152
8900,0.7245,6.495191,3.75,-0.174151
8901,0.7245,7.5,0.0,-0.174148
8902,0.5,4.0,6.928203,-0.124515
8903,0.5,5.656854,5.656854,-0.124514
8904,0.5,6.531973,4.618802,-0.124513
8905,0.5,6.928203,4.0,-0.124513
8906,0.5,7.727407,2.070552,-0.124512
8907,0.5,8.0,0.0,-0.124512
8908,0.55,6.531973,4.618802,-0.150053
8909,0.6,0.0,8.0,-0.164959
8910,0.6,6.531973,4.618802,-0.164953
8911,0.6,8.0,0.0,-0.164951
8912,0.7005,0.0,8.0,-0.17454
8913,0.7005,6.531973,4.618802,-0.174534
8914,0.7005,8.0,0.0,-0.174531
8915,0.7245,0.0,8.0,-0.174147
8916,0.7245,2.070552,7.727407,-0.174145
8917,0.7245,4.0,6.928203,-0.174143
8918,0.7245,5.656854,5.656854,-0.174141
8919,0.7245,6.531973,4.618802,-0.174139
8920,0.7245,6.928203,4.0,-0.174138
8921,0.7245,7.727407,2.070552,-0.174136
8922,0.7245,8.0,0.0,-0.174136
8923,0.85,0.0,8.0,-0.162567
8924,0.85,6.531973,4.618802,-0.162556
8925,0.85,8.0,0.0,-0.162551
8926,1.0,0.0,8.0,-0.138272
8927,1.0,6.531973,4.618802,-0.138255
8928,1.0,8.0,0.0,-0.138249
8929,1.5,6.531973,4.618802,-0.057449
8930,1.5,8.0,0.0,-0.057438
8931,0.7245,0.0,8.5,-0.174133
8932,0.7245,2.199962,8.21037,-0.174132
8933,0.7245,4.25,7.361216,-0.174131
8934,0.7245,6.010408,6.010408,-0.174129
8935,0.7245,6.940221,4.907477,-0.174128
8936,0.7245,7.361216,4.25,-0.174127
8937,0.7245,8.5,0.0,-0.174126
8938,0.7245,0.0,9.0,-0.174124
8939,0.7245,4.5,7.794229,-0.174123
8940,0.7245,6.363961,6.363961,-0.174121
8941,0.7245,7.348469,5.196152,-0.174121
8942,0.7245,7.794229,4.5,-0.17412
8943,0.7245,9.0,0.0,-0.174119
8944,0.7005,0.0,10.0,-0.174508
8945,0.7005,8.164966,5.773503,-0.174506
8946,0.7005,10.0,0.0,-0.174508
8947,0.7245,0.0,10.0,-0.174112
8948,0.7245,5.0,8.660254,-0.174112
8949,0.7245,7.071068,7.071068,-0.174111
8950,0.7245,8.164966,5.773503,-0.174111
8951,0.7245,8.660254,5.0,-0.17411
8952,0.7245,10.0,0.0,-0.17411
8953,0.7245,40.824829,28.867513,-0.174099
8954,0.7005,0.0,50.0,-0.174495
8955,0.7,4.0,0.0,-0.171509
8956,0.5,3.0,0.0,-0.110021
8957,0.5,0.0,5.0,-0.124138
8958,0.5,5.0,0.0,-0.124151
8959,0.9,0.0,3.0,-0.15595
8960,0.9,1.5,2.598076,-0.151575
8961,0.9,3.0,0.0,-0.141559
8962,0.6,0.0,3.0,-0.150304
8963,0.6,3.0,0.0,-0.150496
8964,0.6,0.0,4.0,-0.16178
8965,0.6,4.0,0.0,-0.162012
8966,0.6,0.0,5.0,-0.164549
8967,0.6,5.0,0.0,-0.164562
8968,0.8,0.0,3.0,-0.161205
8969,0.8,1.5,2.598076,-0.159282
8970,0.8,2.598076,1.5,-0.15599
8971,0.8,3.0,0.0,-0.154685
8972,0.85,0.0,2.55,-0.158613
8973,0.875,0.0,2.625,-0.159167
8974,0.9,0.0,2.7,-0.158899
8975,1.05,0.0,3.15,-0.145498
8976,1.15,0.0,3.45,-0.130317
8977,1.5,0.0,4.5,-0.072513
8978,0.715,0.0,4.585,-0.173306
8979,0.705,0.0,5.035,-0.174133
8980,0.69,0.87,2.196884,-0.146234
8981,0.765,1.085,2.644275,-0.160201
8982,0.5,1.212436,1.2,-0.02723
8983,0.725,2.424871,2.125,-0.164326
8984,1.05,2.1,1.05,-0.121992
8985,0.95,1.645448,0.0,-0.075007
8986,1.05,1.818653,0.0,-0.074211
8987,0.5,0.848528,1.348528,0.004402
8988,0.6,0.0,2.0,-0.100613
8989,0.7,2.0,4.164102,-0.173531
8990,1.05,1.484924,2.534925,-0.142065
8991,1.05,2.028444,1.59352,-0.132401
8992,0.9,2.2,0.0,-0.117251
8993,1.0,2.3,0.0,-0.106345
8994,1.0,2.5,0.0,-0.113294
8995,0.7,1.818653,1.05,-0.131438
8996,0.6,1.1,1.905256,-0.121674
8997,0.6,0.0,2.2,-0.119797
8998,0.55,0.0,2.55,-0.121405
8999,0.6,0.0,1.8,-0.067179
9000,0.7,0.0,2.1,-0.129316
9001,0.6,3.0,5.196152,-0.164976
9002,0.6,6.495191,3.75,-0.164965
9003,0.6,7.361216,4.25,-0.164946
9004,0.85,3.0,5.196152,-0.162591
9005,0.85,6.495191,3.75,-0.162565
9006,0.85,7.361216,4.25,-0.162539
9007,0.4,6.010408,6.010408,-0.019986
9008,0.5,6.010408,6.010408,-0.124509
9009,0.35,0.0,5.5,0.078149
9010,0.35,0.0,5.75,0.078122
9011,0.35,0.0,6.0,0.078105
9012,0.35,0.0,6.25,0.078094
9013,0.35,0.0,6.5,0.078088
9014,0.35,0.0,6.75,0.078085
9015,0.35,0.0,7.0,0.078084
9016,0.35,0.0,7.25,0.078084
9017,0.35,0.0,7.5,0.078085
9018,0.35,0.0,7.75,0.078087
9019,0.35,0.0,8.0,0.078089
9020,0.35,0.0,8.5,0.078093
9021,0.35,0.0,9.0,0.078097
9022,0.35,2.75,4.76314,0.078143
9023,0.35,2.875,4.979646,0.078118
9024,0.35,3.0,5.196152,0.078101
9025,0.35,3.125,5.412659,0.078091
9026,0.35,3.25,5.629165,0.078086
9027,0.35,3.375,5.845671,0.078083
9028,0.35,3.5,6.062178,0.078083
9029,0.35,3.625,6.278684,0.078083
9030,0.35,3.75,6.495191,0.078085
9031,0.35,3.875,6.711697,0.078087
9032,0.35,4.0,6.928203,0.078089
9033,0.35,4.25,7.361216,0.078093
9034,0.35,4.5,7.794229,0.078097
9035,0.35,4.76314,2.75,0.078134
9036,0.35,4.979646,2.875,0.078111
9037,0.35,5.196152,3.0,0.078096
9038,0.35,5.412659,3.125,0.078088
9039,0.35,5.629165,3.25,0.078083
9040,0.35,5.845671,3.375,0.078082
9041,0.35,6.062178,3.5,0.078082
9042,0.35,6.278684,3.625,0.078083
9043,0.35,6.495191,3.75,0.078085
9044,0.35,6.711697,3.875,0.078087
9045,0.35,6.928203,4.0,0.078089
9046,0.35,7.361216,4.25,0.078094
9047,0.35,7.794229,4.5,0.078098
9048,0.35,5.5,0.0,0.078131
9049,0.35,5.75,0.0,0.078109
9050,0.35,6.0,0.0,0.078095
9051,0.35,6.25,0.0,0.078087
9052,0.35,6.5,0.0,0.078083
9053,0.35,6.75,0.0,0.078082
9054,0.35,7.0,0.0,0.078082
9055,0.35,7.25,0.0,0.078083
9056,0.35,7.5,0.0,0.078085
9057,0.35,7.75,0.0,0.078088
9058,0.35,8.0,0.0,0.07809
9059,0.35,8.5,0.0,0.078094
9060,0.35,9.0,0.0,0.078098
9061,0.4,0.0,5.75,-0.019967
9062,0.4,0.0,6.0,-0.019985
9063,0.4,0.0,6.25,-0.019996
9064,0.4,0.0,6.5,-0.020001
9065,0.4,0.0,6.75,-0.020003
9066,0.4,0.0,7.0,-0.020003
9067,0.4,0.0,7.25,-0.020001
9068,0.4,0.0,7.5,-0.019999
9069,0.4,0.0,7.75,-0.019996
9070,0.4,0.0,8.0,-0.019993
9071,0.4,0.0,8.5,-0.019987
9072,0.4,0.0,9.0,-0.019983
9073,0.4,0.0,10.0,-0.019976
9074,0.4,0.0,12.0,-0.019969
9075,0.4,0.0,15.0,-0.019966
9076,0.4,1.423505,5.312592,-0.019939
9077,0.4,1.48821,5.554074,-0.019968
9078,0.4,1.552914,5.795555,-0.019986
9079,0.4,1.617619,6.037036,-0.019996
9080,0.4,1.682324,6.278518,-0.020001
9081,0.4,1.747029,6.519999,-0.020003
9082,0.4,1.811733,6.761481,-0.020003
9083,0.4,1.876438,7.002962,-0.020001
9084,0.4,1.941143,7.244444,-0.019999
9085,0.4,2.005848,7.485925,-0.019996
9086,0.4,2.070552,7.727407,-0.019993
9087,0.4,2.199962,8.21037,-0.019987
9088,0.4,2.329371,8.693332,-0.019982
9089,0.4,2.58819,9.659258,-0.019976
9090,0.4,3.105829,11.59111,-0.019969
9091,0.4,3.882286,14.488887,-0.019966
9092,0.4,2.875,4.979646,-0.01997
9093,0.4,3.0,5.196152,-0.019987
9094,0.4,3.125,5.412659,-0.019997
9095,0.4,3.25,5.629165,-0.020002
9096,0.4,3.375,5.845671,-0.020003
9097,0.4,3.5,6.062178,-0.020003
9098,0.4,3.625,6.278684,-0.020001
9099,0.4,3.75,6.495191,-0.019998
9100,0.4,3.875,6.711697,-0.019995
9101,0.4,4.0,6.928203,-0.019992
9102,0.4,4.25,7.361216,-0.019987
9103,0.4,4.5,7.794229,-0.019982
9104,0.4,5.0,8.660254,-0.019975
9105,0.4,6.0,10.392305,-0.019969
9106,0.4,7.5,12.990381,-0.019966
9107,0.4,3.889087,3.889087,-0.019945
9108,0.4,4.065864,4.065864,-0.019972
9109,0.4,4.242641,4.242641,-0.019988
9110,0.4,4.419417,4.419417,-0.019998
9111,0.4,4.596194,4.596194,-0.020002
9112,0.4,4.772971,4.772971,-0.020003
9113,0.4,4.949747,4.949747,-0.020002
9114,0.4,5.126524,5.126524,-0.02
9115,0.4,5.303301,5.303301,-0.019998
9116,0.4,5.480078,5.480078,-0.019995
9117,0.4,5.656854,5.656854,-0.019992
9118,0.4,6.363961,6.363961,-0.019982
9119,0.4,7.071068,7.071068,-0.019975
9120,0.4,8.485281,8.485281,-0.019969
9121,0.4,10.606602,10.606602,-0.019966
9122,0.4,4.979646,2.875,-0.019973
9123,0.4,5.196152,3.0,-0.019989
9124,0.4,5.412659,3.125,-0.019998
