  Nabs ijk   A/2       Y3       Z3           S f(N) sumC*C    Eex   dEl34 dE(T)  DTS  |Ddc| DbasL  Efinal
 85411 000     0.844076 1.658703 1.543150                              P .01 .985002 -.142872   -29   397     7   576  1966 -.144837
 85412 000     0.900000 1.796292 1.270171                              P .01 .988561 -.136154   -28   364     7   359  2013 -.138163
 85413 000     0.900000 1.905256 1.100000                              P .01 .988612 -.131883   -30   403     7   352  2053 -.133932
 85414 000     0.908248 1.977755 1.205712                              P .01 .988716 -.134177   -55   401    14   339  2031 -.136197
 85415 000     1.000000 2.200000 0.000000                              P .01 .989392 -.100072   -77   228    19   278  2106 -.102161
 85416 000     0.905468 2.975742 0.524732                              P .01 .989489 -.139476   -39   264    10   265  1994 -.141462
 85417 000     0.500000 2.041241 1.443376                              d .22 .984989 -.091984  -131   611    33   671  2060 -.094162
 85418 000     0.600000 1.250000 2.165064                              d .22 .983328 -.134403   -84   592    21   757  1876 -.136427
 85419 000     0.600000 1.767767 1.767767                              d .22 .983128 -.134356  -103   629    26   767  1966 -.136468
 85420 000     0.600000 2.041241 1.443376                              P .01 .984416 -.134300   -39   369    10   683  2004 -.136301
 85421 000     0.600000 2.165064 1.250000                              P .01 .984359 -.134194   -48   373    12   686  2015 -.136204
 85422 000     0.600000 2.500000 0.000000                              P .01 .984147 -.133783   -22   188     6   697  1972 -.135757
 85423 000     0.650000 0.000000 2.500000                              P .01 .984985 -.144606   -39   274    10   628  1694 -.146297
 85424 000     0.650000 1.250000 2.165064                              d .22 .982385 -.144167   -57   555    14   807  1839 -.146173
 85425 000     0.650000 1.767767 1.767767                              P .01 .984567 -.143692   -63   404    16   653  1951 -.145634
 85426 000     0.650000 2.041241 1.443376                              P .01 .984425 -.143096   -63   395    16   659  2002 -.145089
 85427 000     0.650000 2.165064 1.250000                              P .01 .984355 -.142747   -52   366    13   662  2019 -.144760
 85428 000     0.650000 2.500000 0.000000                              P .01 .987796 -.141696   -30   213     7   418  1979 -.143671
 85429 000     0.700500 0.000000 2.500000                              P .01 .985050 -.150616   -47   281    12   615  1660 -.152270
 85430 000     0.700500 1.250000 2.165064                              d .22 .981475 -.149470  -108   555    27   855  1814 -.151448
 85431 000     0.700500 1.767767 1.767767                              P .01 .984632 -.148144   -75   412    19   627  1940 -.150072
 85432 000     0.700500 2.041241 1.443376                              P .01 .984461 -.146939   -58   394    15   633  2004 -.148935
 85433 000     0.700500 2.165064 1.250000                              P .01 .984367 -.146296   -58   371    15   637  2028 -.148316
 85434 000     0.700500 2.500000 0.000000                              P .01 .984040 -.144322   -54   195    14   651  2000 -.146315
 85435 000     0.724500 0.000000 2.500000                              P .01 .985112 -.152395   -53   269    13   605  1651 -.154039
 85436 000     0.724500 0.647048 2.414815                              P .01 .985025 -.152128   -51   450    13   608  1694 -.153816
 85437 000     0.724500 1.250000 2.165064                              P .01 .984941 -.151043     8   427    -2   606  1806 -.152857
 85438 000     0.724500 1.767767 1.767767                              P .01 .984671 -.149068   -80   432    20   615  1937 -.150991
 85439 000     0.724500 2.041241 1.443376                              P .01 .984486 -.147505   -84   391    21   622  2006 -.149496
 85440 000     0.724500 2.165064 1.250000                              P .01 .984390 -.146683   -73   384    18   625  2033 -.148704
 85441 000     0.724500 2.414815 0.647048                              P .01 .987815 -.144828   -62   304    16   408  2058 -.146874
 85442 000     0.724500 2.500000 0.000000                              P .01 .987898 -.144186   -74   200    19   402  2013 -.146185
 85443 000     0.825000 0.000000 2.525000                              P .01 .988424 -.156367     1   227     0   386  1644 -.158015
 85444 000     0.850000 1.250000 2.165064                              P .01 .985205 -.152521   -26   383     7   557  1791 -.154311
 85445 000     0.850000 1.767767 1.767767                              P .01 .984985 -.146970   -47   402    12   554  1926 -.148890
 85446 000     0.850000 2.041241 1.443376                              P .01 .984780 -.142776   -63   395    16   557  2012 -.144778
 85447 000     0.850000 2.165064 1.250000                              P .01 .984655 -.140592   -66   373    16   559  2051 -.142632
 85448 000     0.850000 2.500000 0.000000                              P .01 .989249 -.133906   -22   189     6   303  2091 -.135995
 85449 000     0.889225 1.265146 2.169618                              P .01 .985220 -.152167   -48   322    12   547  1785 -.153945
 85450 000     0.900000 1.767767 1.767767                              P .01 .985097 -.144806   -98   401    25   535  1910 -.146696
 85451 000     0.900000 2.041241 1.443376                              P .01 .988738 -.139174   -47   405    12   331  1995 -.141161
 85452 000     0.900000 2.165064 1.250000                              P .01 .988690 -.136233   -62   397    16   331  2037 -.138258
 85453 000     0.900000 2.500000 0.000000                              P .01 .989437 -.127065   -32   176     8   284  2099 -.129159
 85454 000     1.000000 2.041241 1.443376                              P .01 .989192 -.131831   -63   359    16   296  1948 -.133766
 85455 000     1.021013 2.998846 0.937825                              P .01 .990008 -.122984    20   281    -5   221  1971 -.124963
 85456 000     1.457738 2.572479 0.085749                              P .01 .988722 -.044070    16   179    -4   217  2029 -.046105
 85457 000     0.878256 0.229283 2.620232                              P .01 .985415 -.157400    27   225    -7   541  1646 -.159059
 85458 000     0.878350 0.045995 2.634748                              P .01 .988746 -.157558    10   195    -3   354  1642 -.159206
 85459 000     0.868500 0.000000 2.645000                              P .01 .988750 -.157575     9   217    -2   353  1642 -.159223
 85460 000     0.868500 2.645500 0.000000                              P .01 .988580 -.136004   -24   175     6   321  2063 -.138064
 85461 000     0.500000 2.449490 1.732051                              d .22 .985739 -.107639   -84   617    21   604  2022 -.109775
 85462 000     0.600000 2.449490 1.732051                              P .01 .984600 -.148573     9   300    -2   652  1896 -.150478
 85463 000     0.650000 0.000000 3.000000                              P .01 .984570 -.157056    11   266    -3   637  1723 -.158788
 85464 000     0.650000 1.500000 2.598076                              P .01 .984490 -.156798   -34   373     9   638  1803 -.158599
 85465 000     0.650000 2.449490 1.732051                              P .01 .984554 -.156384   -53   311    13   629  1880 -.158257
 85466 000     0.650000 2.598076 1.500000                              P .01 .984564 -.156312   -40   306    10   627  1886 -.158194
 85467 000     0.650000 3.000000 0.000000                              P .01 .988663 -.156145   -33   169     8   360  1866 -.158006
 85468 000     0.700500 0.000000 3.000000                              P .01 .984735 -.160691    20   253    -5   603  1677 -.162379
 85469 000     0.700500 2.449490 1.732051                              P .01 .984514 -.159034   -75   317    19   606  1883 -.160904
 85470 000     0.700500 3.000000 0.000000                              P .01 .987712 -.158394   -36   149     9   407  1865 -.160254
 85471 000     0.724500 0.000000 3.000000                              P .01 .984846 -.161200     7   239    -2   586  1662 -.162869
 85472 000     0.724500 0.776457 2.897777                              P .01 .984577 -.160957   -36   372     9   601  1694 -.162648
 85473 000     0.724500 1.500000 2.598076                              P .01 .984549 -.160296   -58   376    15   599  1772 -.162060
 85474 000     0.724500 2.121320 2.121320                              P .01 .984515 -.159425   -29   335     7   597  1854 -.161278
 85475 000     0.724500 2.449490 1.732051                              P .01 .984509 -.158928   -99   318    25   595  1890 -.160799
 85476 000     0.724500 2.598076 1.500000                              P .01 .984510 -.158678   -69   295    17   593  1901 -.160567
 85477 000     0.724500 2.897777 0.776457                              P .01 .987710 -.158194   -32   257     8   400  1902 -.160092
 85478 000     0.724500 3.000000 0.000000                              P .01 .987818 -.158053   -31   149     8   393  1873 -.159922
 85479 000     0.850000 1.500000 2.598076                              P .01 .984985 -.153956    11   335    -3   525  1771 -.155735
 85480 000     0.850000 2.121320 2.121320                              P .01 .984780 -.151181   -38   344     9   529  1886 -.153063
 85481 000     0.850000 2.449490 1.732051                              P .01 .988870 -.149530   -12   315     3   308  1945 -.151475
 85482 000     0.850000 2.598076 1.500000                              P .01 .988951 -.148774     4   309    -1   304  1967 -.150745
 85483 000     0.850000 3.000000 0.000000                              P .01 .989306 -.146835   -38   152     9   285  1952 -.148780
 85484 000     0.900000 2.449490 1.732051                              P .01 .989086 -.143450   -17   320     4   288  1950 -.145399
 85485 000     1.000000 2.449490 1.732051                              P .01 .989515 -.130076    -5   335     1   252  1938 -.132015
